date_created,borough,block,lot,current_uses,total_area,structure_completed,number_structures,total_gross_area_structures,ratio_building_to_floor_area,allowable_building_to_floor_area,land_use_category,community_board,census_tract,census_block,school_dist,council_district,fire_comp,police_prct,major_use,number_of_easements,commercial_floor_area,residential_floor_area,office_floor_area,retail_floor_area,garage_floor_area,storage_floor_area,factory_floor_area,other_floor_area,num_floors,residential_units,residential_and_non-residential_units,lot_front,lot_depth,bldg_front,bldg_depth,proximity_code,irr_lot_code,lot_type_code,bsmt_code,assess_land,exempt_land,exempt_tot,year_alter_1,year_alter_2,zone_dist_1,bin,structure_completed_2,new_zone_dist,assess_range
2013-12-11,2,2364,15,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",3565,0,0,0,0.0,3.44,11,201,71,2002,7,17,L055,40,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,40.0,88.01,0.0,0.0,0,Y,5,5,13841.0,13841.0,13841.0,0,0,R7-2,2126962,No,Residential,medium
2013-12-11,2,2364,25,PLAYGROUND,35883,1931,1,0,0.0,0.0,9,201,71,2001,7,17,L055,40,Q1,0,0,0,0,0,0,0,0,0,1.0,0,0,204.54,180.65,0.0,20.0,0,Y,1,5,254700.0,254700.0,282150.0,0,0,PARK,2001189,Yes,Park,high
2013-12-11,2,2364,55,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2525,0,0,0,0.0,6.02,10,201,71,2000,7,17,L055,40,G6,0,0,0,0,0,0,0,0,0,0.0,0,0,23.32,90.52,0.0,0.0,0,Y,5,5,15300.0,15300.0,15300.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2364,56,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",6644,0,0,0,0.0,6.02,10,201,71,2000,7,17,L055,40,G6,0,0,0,0,0,0,0,0,0,0.0,0,0,51.68,129.04,0.0,0.0,0,Y,5,5,42300.0,42300.0,42300.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2364,60,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",250,0,0,0,0.0,6.02,11,201,71,2000,7,17,L055,40,V1,0,0,0,0,0,0,0,0,0,0.0,0,0,13.8,36.52,0.0,0.0,0,Y,3,5,1350.0,0.0,0.0,0,0,R8,2000000,No,Residential,low
2013-12-11,2,2365,1,POLICE STATION,13594,1944,2,25465,1.87,3.44,8,203,141,3000,7,17,L055,42,Y2,0,25465,0,25465,0,0,0,0,0,3.0,0,1,201.26,48.41,98.0,41.0,1,Y,3,0,163350.0,163350.0,1983600.0,2001,0,C4-4,2001194,Yes,Commercial,medium
2013-12-11,2,2365,9,"NO USE-RES STRUCTURE, FINAL COMMITMNT-DISP",2592,1931,1,4362,1.68,3.44,5,203,141,3000,7,17,L055,42,K2,0,4362,0,0,4362,0,0,0,0,2.0,0,2,63.43,60.26,63.33,34.5,0,Y,5,5,40950.0,0.0,0.0,0,0,C4-4,2001195,Yes,Commercial,medium
2013-12-11,2,2365,12,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",1284,0,0,0,0.0,3.44,11,203,141,3000,7,17,L055,42,V1,0,0,0,0,0,0,0,0,0,0.0,0,0,63.96,34.64,0.0,0.0,0,Y,5,5,26675.0,0.0,0.0,0,0,C4-4,2000000,No,Commercial,medium
2013-12-11,2,2365,23,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",1764,0,0,0,0.0,3.44,11,203,141,3000,7,17,L055,42,V1,0,0,0,0,0,0,0,0,0,0.0,0,0,18.0,98.0,0.0,0.0,0,N,5,5,36623.0,36623.0,36623.0,0,0,C4-4,2000000,No,Commercial,medium
2013-12-11,2,2368,39,DAY CARE CENTER,10529,1953,1,22207,2.11,3.44,8,203,185,1008,8,16,L055,42,P5,0,22207,0,22207,0,0,0,0,0,2.0,0,2,94.44,110.71,94.0,70.0,0,Y,5,5,58500.0,0.0,0.0,0,0,M1-1/R7-2,2001228,Yes,Manufacturing,medium
2013-12-11,2,2369,1,"NO USE, FINAL COMMITMNT-DISP",1149,0,0,0,0.0,3.44,10,203,185,1007,9,16,L055,42,G7,0,0,0,0,0,0,0,0,0,0.0,0,0,17.82,64.45,0.0,0.0,0,N,3,5,7993.0,0.0,0.0,0,0,M1-1/R7-2,2000000,No,Manufacturing,medium
2013-12-11,2,2381,6,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2074,0,0,0,0.0,3.44,11,203,141,3005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,21.0,98.78,0.0,0.0,0,N,3,5,0.0,0.0,0.0,0,0,R7-2,2091176,No,Residential,low
2013-12-11,2,2369,2,"NO USE, FINAL COMMITMNT-DISP",1021,0,0,0,0.0,3.44,10,203,185,1007,9,16,L055,42,G7,0,0,0,0,0,0,0,0,0,0.0,0,0,15.82,64.51,0.0,0.0,0,N,5,5,7103.0,0.0,0.0,0,0,M1-1/R7-2,2000000,No,Manufacturing,medium
2013-12-11,2,2369,54,"NO USE, FINAL COMMITMNT-DISP",942,0,0,0,0.0,3.44,11,203,185,1007,9,16,L055,42,V1,0,0,0,0,0,0,0,0,0,0.0,0,0,18.84,50.0,0.0,0.0,0,N,5,5,16629.0,0.0,0.0,0,0,M1-1/R7-2,2000000,No,Manufacturing,medium
2013-12-11,2,2369,90,"NO USE, FINAL COMMITMNT-DISP",1057,0,0,0,0.0,3.44,10,203,185,1007,9,16,L055,42,G7,0,0,0,0,0,0,0,0,0,0.0,0,0,16.36,64.57,0.0,0.0,0,N,5,5,7373.0,0.0,0.0,0,0,M1-1/R7-2,2000000,No,Manufacturing,medium
2013-12-11,2,2370,143,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",1220,0,0,0,0.0,3.44,11,203,185,1006,9,16,E050,42,V1,0,0,0,0,0,0,0,0,0,0.0,0,0,18.21,72.48,0.0,0.0,0,Y,5,5,21161.0,0.0,0.0,0,0,M1-1/R7-2,2000000,No,Manufacturing,medium
2013-12-11,2,2372,20,PARK,14964,1930,1,0,0.0,0.0,9,203,145,4000,9,16,L019,42,Q0,0,0,0,0,0,0,0,0,0,1.0,0,0,115.58,128.5,0.0,10.0,0,Y,3,5,4996.0,0.0,0.0,0,0,PARK,2001320,Yes,Park,medium
2013-12-11,2,2377,1,FIREHOUSE,9500,1988,1,14416,1.52,2.43,8,201,69,1004,7,17,L055,40,Y1,0,14416,0,0,0,10000,0,0,4416,2.0,0,1,100.0,95.0,79.0,94.0,0,N,3,5,146250.0,146250.0,1395000.0,0,0,R6,2000000,Yes,Residential,medium
2013-12-11,2,2377,35,OUTDR PKNG-EMPLOYEES,2500,0,0,0,0.0,2.43,10,201,69,1004,7,17,L055,40,G7,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,100.0,0.0,0.0,0,N,5,5,33750.0,0.0,0.0,0,0,R6,2000000,No,Residential,medium
2013-12-11,2,2377,36,OUTDR PKNG-EMPLOYEES,2500,0,0,0,0.0,2.43,10,201,69,1004,7,17,L055,40,G7,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,100.0,0.0,0.0,0,N,5,5,34020.0,0.0,0.0,0,0,R6,2000000,No,Residential,medium
2013-12-11,2,2378,31,COMMUNITY GARDEN,2116,0,0,0,0.0,3.44,11,201,69,1003,7,17,L055,40,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,48.33,45.06,0.0,0.0,0,N,3,5,1300.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2379,15,COMMUNITY GARDEN,2453,0,0,0,0.0,3.44,11,201,69,1002,7,17,L055,40,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,98.12,0.0,0.0,0,N,5,5,9534.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2379,16,COMMUNITY GARDEN,1978,0,0,0,0.0,3.44,11,201,69,1002,7,17,L055,40,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,20.16,98.11,0.0,0.0,0,N,5,5,7688.0,7688.0,7688.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2379,30,COMMUNITY GARDEN,5050,0,0,0,0.0,3.44,11,201,69,1002,7,17,L055,40,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,50.0,101.0,0.0,0.0,0,N,5,5,2487.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2381,1,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",46675,1931,4,1250,0.03,3.44,10,203,141,3005,7,17,L055,42,G2,0,1250,0,0,0,1250,0,0,0,1.0,0,1,221.0,200.0,25.0,50.0,0,N,3,5,293850.0,0.0,0.0,0,0,R7-2,2001470,Yes,Residential,high
2013-12-11,2,2381,7,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",4940,0,0,0,0.0,3.44,11,203,141,3005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,50.0,98.79,0.0,0.0,0,N,0,5,0.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2381,9,"NO USE-RES STRUCTURE, FINAL COMMITMNT-DISP",2471,1931,1,1250,0.51,3.44,10,203,141,3005,7,17,L055,42,G2,0,0,0,0,0,0,0,0,0,1.0,0,1,25.0,98.83,25.0,50.0,0,N,0,5,0.0,0.0,0.0,0,0,R7-2,2000000,Yes,Residential,low
2013-12-11,2,2381,10,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2467,0,0,0,0.0,3.44,11,203,141,3005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,98.67,0.0,0.0,0,N,0,5,0.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2381,15,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2469,0,0,0,0.0,3.44,11,203,141,3005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,98.75,0.0,0.0,0,N,0,5,0.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2381,19,COMMUNITY GARDEN,9900,0,0,0,0.0,3.44,11,203,141,3005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,99.0,100.0,0.0,0.0,0,N,3,5,6328.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2381,34,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2527,0,0,0,0.0,3.44,11,203,141,3005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,101.08,0.0,0.0,0,N,0,5,0.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2381,37,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2527,0,0,0,0.0,3.44,11,203,141,3005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,101.08,0.0,0.0,0,N,0,5,0.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2381,39,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2500,0,0,0,0.0,3.44,11,203,141,3005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,100.0,0.0,0.0,0,N,0,5,0.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2381,40,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",5054,0,0,0,0.0,3.44,11,203,141,3005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,50.0,101.08,0.0,0.0,0,N,0,5,0.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2381,43,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",5100,0,0,0,0.0,3.44,11,203,141,3007,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,51.0,100.0,0.0,0.0,0,N,3,5,19750.0,19750.0,19750.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2381,47,COMMUNITY GARDEN,5000,1948,1,457,0.09,3.44,9,203,141,3007,7,17,L055,42,Q2,0,457,0,0,0,0,0,0,457,1.0,0,1,50.0,100.0,14.0,32.67,2,N,5,0,32850.0,0.0,0.0,0,0,R7-2,2000000,Yes,Residential,medium
2013-12-11,2,2381,64,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",1667,0,0,0,0.0,3.44,11,203,141,3007,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,16.5,101.0,0.0,0.0,0,N,5,5,2640.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2539,192,ROAD/HIGHWAY,2700,0,0,0,0.0,0.0,7,204,63,1003,9,17,E068,44,U1,0,0,0,0,0,0,0,0,0,0.0,0,0,27.0,100.0,0.0,0.0,0,N,5,5,0.0,0.0,0.0,0,0,M2-1,2127032,No,Manufacturing,low
2013-12-11,2,2381,70,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",1628,0,0,0,0.0,3.44,11,203,141,3005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,16.5,98.67,0.0,0.0,0,N,0,5,0.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2383,11,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",1953,0,0,0,0.0,3.44,9,203,141,1005,7,17,L055,42,Q2,0,0,0,0,0,0,0,0,0,0.0,0,0,21.33,91.58,0.0,0.0,0,N,5,5,14850.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2383,12,DAY CARE CENTER,12198,1931,1,16600,1.36,6.02,8,203,141,1005,7,17,L055,42,W9,0,16600,0,0,0,0,0,0,16600,2.0,0,1,78.95,164.62,58.0,163.0,0,Y,4,5,96300.0,0.0,0.0,0,0,R8,2001505,Yes,Residential,medium
2013-12-11,2,2383,19,"NO USE-NON RES STRC, FINAL COMMITMNT-DISP",9900,1931,1,9200,0.93,3.44,6,203,141,1005,7,17,L055,42,E9,0,9200,0,0,0,0,9200,0,0,1.0,0,1,99.0,100.0,96.0,96.0,0,N,5,5,47250.0,0.0,0.0,0,0,R7-2,2001510,Yes,Residential,medium
2013-12-11,2,2383,23,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",905,0,0,0,0.0,3.44,11,203,141,1005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,18.0,50.28,0.0,0.0,0,N,5,5,3507.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2383,24,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",921,0,0,0,0.0,3.44,11,203,141,1005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,18.31,50.28,0.0,0.0,0,N,5,5,3568.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,low
2013-12-11,2,2383,25,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",905,0,0,0,0.0,6.02,11,203,141,1005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,18.0,50.28,0.0,0.0,0,N,5,5,3507.0,0.0,0.0,0,0,R8,2000000,No,Residential,low
2013-12-11,2,2383,27,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2494,0,0,0,0.0,6.02,11,203,141,1005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,31.67,109.5,0.0,0.0,0,Y,3,5,9660.0,0.0,0.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2383,30,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2950,0,0,0,0.0,6.02,11,203,141,1005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,31.4,126.25,0.0,0.0,0,Y,5,5,11442.0,0.0,0.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2383,31,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",3624,0,0,0,0.0,6.02,11,203,141,1005,7,17,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,50.95,106.0,0.0,0.0,0,Y,5,5,14029.0,0.0,0.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2383,33,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",5468,0,0,0,0.0,6.02,11,203,141,1005,7,17,L055,42,V9,0,0,0,0,0,0,0,0,0,0.0,0,0,83.08,60.07,0.0,0.0,0,Y,3,5,158747.0,0.0,0.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2383,35,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",3027,0,0,0,0.0,6.02,11,203,141,1005,7,17,L055,42,V9,0,0,0,0,0,0,0,0,0,0.0,0,0,50.01,60.07,0.0,0.0,0,N,5,5,88120.0,0.0,0.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2383,37,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",3075,0,0,0,0.0,6.02,11,203,141,1005,7,17,L055,42,V9,0,0,0,0,0,0,0,0,0,0.0,0,0,50.01,61.01,0.0,0.0,0,N,5,5,89505.0,0.0,0.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2383,39,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",3122,0,0,0,0.0,6.02,11,203,141,1005,7,17,L055,42,V9,0,0,0,0,0,0,0,0,0,0.0,0,0,50.01,61.96,0.0,0.0,0,N,5,5,90888.0,0.0,0.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2383,48,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",1671,0,0,0,0.0,6.02,11,203,141,1005,7,17,L055,42,V1,0,0,0,0,0,0,0,0,0,0.0,0,0,24.45,65.74,0.0,0.0,0,Y,5,5,48460.0,0.0,0.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2384,1,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2235,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,100.02,21.29,0.0,0.0,0,Y,3,5,8674.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2384,9,COMMUNITY GARDEN,1510,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,20.0,75.52,0.0,0.0,0,N,3,5,5845.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2384,10,COMMUNITY GARDEN,3751,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,37.5,100.02,0.0,0.0,0,N,5,5,14521.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2384,12,COMMUNITY GARDEN,3751,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,37.5,100.02,0.0,0.0,0,N,5,5,14521.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2384,14,"NO USE-RES STRUCTURE, FINAL COMMITMNT-DISP",5002,1960,1,10000,2.0,3.44,6,203,141,1000,7,16,L055,42,E9,0,10000,0,0,0,0,0,10000,0,1.0,0,1,50.0,100.02,50.0,100.0,0,N,5,2,19800.0,0.0,0.0,0,0,R7-2,2001523,Yes,Residential,medium
2013-12-11,2,2384,16,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",5007,1988,1,10000,2.0,3.44,6,203,141,1000,7,16,L055,42,E1,0,10000,0,0,0,0,0,10000,0,1.0,0,1,50.0,100.02,50.0,100.0,0,N,5,2,19800.0,0.0,0.0,0,0,R7-2,2000000,Yes,Residential,medium
2013-12-11,2,2384,20,"NO USE-NON RES STRC, FINAL COMMITMNT-DISP",24695,1931,1,8160,0.33,3.44,6,203,141,1000,7,16,L055,42,E9,0,8160,0,0,0,0,0,8160,0,1.0,0,1,80.08,200.04,47.0,100.0,0,Y,4,2,99000.0,0.0,0.0,0,0,R7-2,2001524,Yes,Residential,medium
2013-12-11,2,2384,25,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",4756,0,0,0,0.0,6.02,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,50.12,58.33,0.0,0.0,0,Y,3,5,18455.0,0.0,0.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2384,33,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",1817,0,0,0,0.0,6.02,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,72.82,0.0,0.0,0,N,5,5,7016.0,0.0,0.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2384,34,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",1818,0,0,0,0.0,6.02,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,71.85,0.0,0.0,0,Y,3,5,7073.0,0.0,0.0,0,0,R8,2000000,No,Residential,medium
2013-12-11,2,2384,43,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2500,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,100.0,0.0,0.0,0,N,5,5,7307.0,0.0,0.0,0,0,R7-2,2001528,No,Residential,medium
2013-12-11,2,2384,48,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",3501,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V1,0,0,0,0,0,0,0,0,0,0.0,0,0,35.0,100.02,0.0,0.0,0,N,5,5,101957.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2384,51,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",3751,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V1,0,0,0,0,0,0,0,0,0,0.0,0,0,37.5,100.02,0.0,0.0,0,N,5,5,108907.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2384,53,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",3751,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V1,0,0,0,0,0,0,0,0,0,0.0,0,0,37.5,100.02,0.0,0.0,0,N,5,5,108907.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2384,54,"NO USE-RES STRUCTURE, FINAL COMMITMNT-DISP",2500,0,1,10000,4.0,3.44,6,203,141,1000,7,16,L055,42,E9,0,10000,0,0,0,0,0,10000,0,0.0,0,0,25.0,100.0,0.0,0.0,0,N,5,2,9900.0,0.0,0.0,0,0,R7-2,2001529,No,Residential,medium
2013-12-11,2,2384,57,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2501,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,100.02,0.0,0.0,0,N,5,5,9718.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2384,58,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2501,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,100.02,0.0,0.0,0,N,5,5,9718.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2384,59,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2501,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,100.0,0.0,0.0,0,N,5,5,9718.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2384,60,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2501,0,0,0,0.0,3.44,11,203,141,1000,7,16,L055,42,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,100.02,0.0,0.0,0,N,5,5,9718.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2385,57,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",3450,1931,1,1015,0.29,3.44,10,203,185,1009,9,16,L055,42,G2,0,1015,0,0,0,1015,0,0,0,1.0,0,1,34.5,100.05,26.0,55.0,0,N,3,5,15750.0,0.0,0.0,0,0,C4-4,2000000,Yes,Commercial,medium
2013-12-11,2,2388,45,FIREHOUSE,9091,1977,1,13500,1.48,3.44,8,203,185,1001,9,16,L019,42,Y1,0,13500,0,0,0,10000,0,0,3500,2.0,0,1,90.59,100.0,77.0,90.0,0,N,3,5,90000.0,90000.0,1172700.0,0,0,R7-1,2001584,Yes,Residential,medium
2013-12-11,2,2388,54,"NO USE-RES STRUCTURE, FINAL COMMITMNT-DISP",7193,1925,3,3420,0.48,3.44,2,203,185,1002,9,16,L019,42,C3,0,0,3420,0,0,0,0,0,0,3.0,4,4,27.16,142.18,27.0,51.0,1,Y,3,5,42047.0,0.0,0.0,1996,0,M1-1/R7-2,2091179,Yes,Manufacturing,medium
2013-12-11,2,2390,1,"ELEMENTARY SCHOOL, PLAYGROUND",107000,1961,1,113250,1.06,3.44,8,203,145,3001,9,16,E092,42,W1,0,113250,0,113250,0,0,0,0,0,3.0,0,1,391.8,292.77,250.0,151.0,0,Y,3,5,587250.0,587250.0,7933050.0,2008,0,R7-1,2000000,Yes,Residential,high
2013-12-11,2,2403,1,ELEMENTARY SCHOOL,108506,1962,1,75000,0.69,2.43,8,201,69,2004,7,17,L055,40,W1,0,75000,0,75000,0,0,0,0,0,3.0,0,1,305.59,367.2,296.0,67.0,0,N,3,5,573750.0,573750.0,5934600.0,2007,2008,R6,2001736,Yes,Residential,high
2013-12-11,2,2403,27,COMMUNITY GARDEN,3000,0,0,0,0.0,2.43,11,201,69,2004,7,17,L055,40,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,30.0,100.0,0.0,0.0,0,N,3,5,12640.0,0.0,0.0,0,0,R6,2000000,No,Residential,medium
2013-12-11,2,2403,29,COMMUNITY GARDEN,3416,0,0,0,0.0,2.43,11,201,69,2004,7,17,L055,40,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,46.0,74.26,0.0,0.0,0,N,5,5,14409.0,0.0,0.0,0,0,R6,2000000,No,Residential,medium
2013-12-11,2,2403,37,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2646,0,0,0,0.0,2.43,11,201,69,2004,7,17,L055,40,V0,0,0,0,0,0,0,0,0,0,0.0,0,0,26.64,99.3,0.0,0.0,0,Y,5,5,11172.0,0.0,0.0,0,0,R6,2000000,No,Residential,medium
2013-12-11,2,2404,1,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2440,0,0,0,0.0,3.44,11,201,69,2003,7,17,L055,40,V1,0,0,0,0,0,0,0,0,0,0.0,0,0,92.0,26.5,0.0,0.0,0,N,3,5,76950.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
2013-12-11,2,2404,2,"NO USE-VACANT LAND, FINAL COMMITMNT-DISP",2300,0,0,0,0.0,3.44,11,201,69,2003,7,17,L055,40,V1,0,0,0,0,0,0,0,0,0,0.0,0,0,25.0,92.0,0.0,0.0,0,N,5,5,72804.0,0.0,0.0,0,0,R7-2,2001738,No,Residential,medium
2013-12-11,2,2404,9,COMMUNITY GARDEN,2465,0,0,0,0.0,3.44,11,201,69,2003,7,17,L055,40,V3,0,0,0,0,0,0,0,0,0,0.0,0,0,25.08,98.44,0.0,0.0,0,Y,5,5,10381.0,0.0,0.0,0,0,R7-2,2000000,No,Residential,medium
